State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week,Alcohol Results Cleaned,Race Cleaned,Gender Cleaned,Drug Involvment Clean,Age Cleaned,Roadway Category,Alcohol Category
Arizona,Clear,1/13/2011,1,Urban-Collector,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,13,4,0,Unknown,Female,Unknown,18,Urban,0
Arizona,Clear,1/13/2011,1,Urban-Collector,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,13,4,0,Unknown,Female,Unknown,20,Urban,0
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,1,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7,0,Unknown,Male,Unknown,1,Rural,0
Colorado,Clear,1/11/2011,1,Rural-Principal Arterial-Other,21,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,No,21,Rural,0
Delaware,Rain,2/25/2011,1,Urban-Other Principal Arterial,55,0.26,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,25,5,0.26,White,Male,Unknown,55,Urban,1
District of Columbia,Clear,4/3/2011,1,Urban-Principal Arterial-Interstate,33,0.05,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),2011,4,3,7,0.05,Black,Male,Yes,33,Urban,1
Florida,Cloudy,1/5/2011,2,Rural-Principal Arterial-Interstate,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,Unknown,17,Rural,0
Florida,Cloudy,1/5/2011,2,Rural-Principal Arterial-Interstate,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,5,3,0,Unknown,Male,Unknown,18,Rural,0
Florida,Cloudy,1/5/2011,2,Rural-Principal Arterial-Interstate,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,Unknown,19,Rural,0
Georgia,Clear,1/3/2011,1,Urban-Other Principal Arterial,13,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1,0,Unknown,Female,No,13,Urban,0
Georgia,Clear,1/3/2011,1,Urban-Other Principal Arterial,17,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1,0,Unknown,Female,No,17,Urban,0
Georgia,Clear,1/3/2011,1,Urban-Other Principal Arterial,19,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,3,1,0,Unknown,Male,No,19,Urban,0
Hawaii,Clear,1/12/2011,1,Rural-Local Road or Street,26,0.26,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,12,3,0.26,White,Male,Unknown,26,Rural,1
Idaho,Clear,3/4/2011,1,Rural-Principal Arterial-Interstate,36,0.21,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,4,5,0.21,White,Female,No,36,Rural,1
Indiana,Clear,1/3/2011,1,Rural-Local Road or Street,60,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,3,1,0,Unknown,Female,No,60,Rural,0
Indiana,Clear,1/3/2011,1,Rural-Local Road or Street,90,0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,1,3,1,0,Black,Male,No,90,Rural,0
Kansas,Clear,1/13/2011,1,Rural-Major Collector,59,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,13,4,0,Unknown,Female,Unknown,59,Rural,0
Kansas,Clear,1/13/2011,1,Rural-Major Collector,61,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,13,4,0,White,Male,No,61,Rural,0
Kentucky,Cloudy,1/13/2011,1,Rural-Principal Arterial-Other,20,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,13,4,0,White,Male,Unknown,20,Rural,0
Louisiana,Rain,1/9/2011,1,Urban-Other Principal Arterial,82,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,9,7,0,Unknown,Female,No,82,Urban,0
Louisiana,Rain,1/9/2011,1,Urban-Other Principal Arterial,82,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,9,7,0,White,Female,Unknown,82,Urban,0
Maine,Cloudy,2/8/2011,1,Rural-Local Road or Street,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,8,2,0,White,Male,Unknown,26,Rural,0
Maryland,Clear,1/5/2011,1,Rural-Principal Arterial-Other,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,5,3,0,Unknown,Male,Unknown,5,Rural,0
Maryland,Clear,1/5/2011,1,Rural-Principal Arterial-Other,7,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,5,3,0,Unknown,Female,Unknown,7,Rural,0
Maryland,Clear,1/5/2011,1,Rural-Principal Arterial-Other,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,5,3,0,Unknown,Female,Unknown,11,Rural,0
Massachusetts,Cloudy,1/16/2011,1,Urban-Principal Arterial-Interstate,18,0.18,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,1,16,7,0.18,White,Female,Unknown,18,Urban,1
Massachusetts,Cloudy,1/16/2011,1,Urban-Principal Arterial-Interstate,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,16,7,0,Unknown,Female,Unknown,69,Urban,0
Massachusetts,Cloudy,1/16/2011,1,Urban-Principal Arterial-Interstate,71,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,16,7,0,Unknown,Male,Unknown,71,Urban,0
Minnesota,Snow,1/21/2011,1,Urban-Minor Arterial,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,21,5,0,Unknown,Female,Unknown,24,Urban,0
Minnesota,Snow,1/21/2011,1,Urban-Minor Arterial,84,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,21,5,0,White,Male,No,84,Urban,0
Mississippi,Clear,1/7/2011,1,Rural-Principal Arterial-Interstate,59,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,7,5,0,Unknown,Male,Unknown,59,Rural,0
Mississippi,Clear,1/7/2011,1,Rural-Principal Arterial-Interstate,79,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,7,5,0,White,Female,Unknown,79,Rural,0
Montana,Snow,2/22/2011,1,Rural-Minor Arterial,87,0.06,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,22,2,0.06,White,Female,No,87,Rural,1
Nebraska,Clear,2/3/2011,1,Rural-Minor Arterial,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,3,4,0,White,Male,Unknown,30,Rural,0
Nevada,Clear,1/8/2011,1,Urban-Other Principal Arterial,49,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,8,6,0,Unknown,Male,No,49,Urban,0
Nevada,Clear,1/8/2011,1,Urban-Other Principal Arterial,80,,Pedestrian,No,White,Male,Fatal Injury (K),2011,1,8,6,0,White,Male,No,80,Urban,0
New Hampshire,Clear,3/17/2011,1,Urban-Minor Arterial,42,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,17,4,0,Unknown,Male,Unknown,42,Urban,0
New Hampshire,Clear,3/17/2011,1,Urban-Minor Arterial,85,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,17,4,0,White,Female,No,85,Urban,0
New Jersey,Clear,1/7/2011,1,Urban-Local Road or Street,53,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,7,5,0,Unknown,Male,Unknown,53,Urban,0
New Jersey,Clear,1/7/2011,1,Urban-Local Road or Street,63,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,7,5,0,Unknown,Male,No,63,Urban,0
New Mexico,Clear,1/13/2011,2,Urban-Other Principal Arterial,49,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,13,4,0,Unknown,Female,Unknown,49,Urban,0
New York,Clear,1/6/2011,2,Rural-Local Road or Street,33,0.19,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,6,4,0.19,Unknown,Male,Unknown,33,Rural,1
New York,Clear,1/6/2011,2,Rural-Local Road or Street,38,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,6,4,0.22,Unknown,Male,Unknown,38,Rural,1
North Carolina,Clear,1/1/2011,1,Rural-Local Road or Street,23,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,No,23,Rural,0
Oregon,Cloudy,1/14/2011,1,Rural-Minor Arterial,34,0.37,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,14,5,0.37,White,Male,Unknown,34,Rural,1
Rhode Island,Clear,3/23/2011,1,Urban-Local Road or Street,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Unknown,2011,3,23,3,0,Unknown,Male,Unknown,18,Urban,0
South Carolina,Clear,1/7/2011,1,Rural-Principal Arterial-Other,32,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,Unknown,32,Rural,0
South Carolina,Clear,1/7/2011,1,Rural-Principal Arterial-Other,,,Driver of a Motor Vehicle In-Transport,Not Reported,,Unknown,No Injury (O),2011,1,7,5,0,Unknown,Unknown,Unknown,Unknown,Rural,0
South Dakota,Clear,2/26/2011,1,Urban-Local Road or Street,6,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,26,6,0,Unknown,Male,Unknown,6,Urban,0
South Dakota,Clear,2/26/2011,1,Urban-Local Road or Street,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,26,6,0,Unknown,Male,Unknown,16,Urban,0
South Dakota,Clear,2/26/2011,1,Urban-Local Road or Street,35,0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,26,6,0,Unknown,Female,No,35,Urban,0
South Dakota,Clear,2/26/2011,1,Urban-Local Road or Street,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,26,6,0,Unknown,Male,Unknown,36,Urban,0
Tennessee,Clear,1/1/2011,1,Rural-Minor Arterial,82,,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,1,6,0,White,Female,Unknown,82,Rural,0
Texas,Cloudy,1/1/2011,1,Rural-Principal Arterial-Interstate,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,1,6,0,Unknown,Male,Unknown,10,Rural,0
Texas,Cloudy,1/1/2011,1,Rural-Principal Arterial-Interstate,19,0.21,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0.21,White,Male,Unknown,19,Rural,1
Texas,Cloudy,1/1/2011,1,Rural-Principal Arterial-Interstate,24,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,Unknown,24,Rural,0
Utah,Clear,1/28/2011,1,Urban-Principal Arterial-Interstate,21,0.06,Driver of a Motor Vehicle In-Transport,No,Filipino,Female,Fatal Injury (K),2011,1,28,5,0.06,Filipino,Female,No,21,Urban,1
Virginia,Snow,1/11/2011,1,Rural-Minor Arterial,62,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,11,2,0,Unknown,Male,No,62,Rural,0
Virginia,Snow,1/11/2011,1,Rural-Minor Arterial,65,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,11,2,0,White,Female,Unknown,65,Rural,0
Washington,Clear,1/22/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,28,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,22,6,0,White,Male,Unknown,28,Urban,0
Wisconsin,Clear,1/8/2011,1,Rural-Minor Arterial,53,0.08,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,8,6,0.08,White,Male,Unknown,53,Rural,1
Wyoming,Clear,2/23/2011,2,Urban-Other Principal Arterial,18,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,2,23,3,0,Unknown,Female,Unknown,18,Urban,0
Wyoming,Clear,2/23/2011,2,Urban-Other Principal Arterial,18,,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,23,3,0,White,Female,Unknown,18,Urban,0
Wyoming,Clear,2/23/2011,2,Urban-Other Principal Arterial,20,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,2,23,3,0,Unknown,Female,Unknown,20,Urban,0
Alabama,Clear,1/15/2011,1,Rural-Minor Collector,23,0.1,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,15,6,0.1,White,Male,Yes,23,Rural,1
Alaska,Cloudy,3/12/2011,1,Urban-Other Principal Arterial,36,,Passenger of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,3,12,6,0,White,Male,Yes,36,Urban,0
Arizona,Clear,1/13/2011,1,Rural-Local Road or Street,13,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,13,4,0,Unknown,Male,No,13,Rural,0
Arizona,Clear,1/13/2011,1,Rural-Local Road or Street,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,13,4,0,Unknown,Male,Unknown,14,Rural,0
Alabama,Clear,2/1/2011,1,Rural-Principal Arterial-Other,35,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,2,1,2,0,Unknown,Female,No,35,Rural,0
Arizona,Clear,1/18/2011,1,Urban-Other Principal Arterial,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,18,2,0,Unknown,Male,Unknown,30,Urban,0
Arizona,Clear,1/18/2011,1,Urban-Other Principal Arterial,53,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),2011,1,18,2,0,Unknown,Female,No,53,Urban,0
Connecticut,Clear,6/16/2011,1,Urban-Collector,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,6,16,4,0,Unknown,Male,Unknown,4,Urban,0
Connecticut,Clear,6/16/2011,1,Urban-Collector,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,6,16,4,0,Unknown,Female,Unknown,21,Urban,0
Connecticut,Clear,6/16/2011,1,Urban-Collector,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,6,16,4,0,Unknown,Female,Unknown,23,Urban,0
Connecticut,Clear,6/16/2011,1,Urban-Collector,24,0.05,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,16,4,0.05,White,Male,Unknown,24,Urban,1
Connecticut,Clear,6/16/2011,1,Urban-Collector,38,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,6,16,4,0,Unknown,Female,Unknown,38,Urban,0
Connecticut,Clear,6/16/2011,1,Urban-Collector,40,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,6,16,4,0,Unknown,Male,Unknown,40,Urban,0
Georgia,Cloudy,1/18/2011,1,Rural-Principal Arterial-Other,43,,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),2011,1,18,2,0,Unknown,Female,No,43,Rural,0
Georgia,Cloudy,1/18/2011,1,Rural-Principal Arterial-Other,53,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,18,2,0,Unknown,Male,No,53,Rural,0
Hawaii,Clear,7/2/2011,2,Rural-Major Collector,67,0,Passenger of a Motor Vehicle In-Transport,Unknown,Hawaiian (includes Part-Hawaiian),Female,Fatal Injury (K),2011,7,2,6,0,Hawaiian (includes Part-Hawaiian),Female,Unknown,67,Rural,0
Hawaii,Clear,7/2/2011,2,Rural-Major Collector,68,0,Driver of a Motor Vehicle In-Transport,Unknown,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),2011,7,2,6,0,Hawaiian (includes Part-Hawaiian),Male,Unknown,68,Rural,0
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,6,22,3,0,Unknown,Female,Unknown,20,Rural,0
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,6,22,3,0,Unknown,Male,Unknown,20,Rural,0
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,21,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,6,22,3,0,White,Male,Yes,21,Rural,0
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,6,22,3,0,Unknown,Male,Unknown,22,Rural,0
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,6,22,3,0,Unknown,Male,Unknown,23,Rural,0
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,6,22,3,0,Unknown,Female,Unknown,23,Rural,0
Illinois,Snow,1/23/2011,1,Urban-Other Principal Arterial,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,23,7,0,Unknown,Female,Unknown,15,Urban,0
Illinois,Snow,1/23/2011,1,Urban-Other Principal Arterial,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,23,7,0,Unknown,Female,Unknown,36,Urban,0
Indiana,Clear,1/25/2011,1,Rural-Minor Arterial,59,0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,25,2,0,White,Female,Yes,59,Rural,0
Iowa,Clear,3/13/2011,1,Rural-Local Road or Street,51,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,13,7,0,White,Male,Unknown,51,Rural,0
Kansas,Clear,2/21/2011,2,Rural-Principal Arterial-Other,23,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,21,1,0,Unknown,Male,No,23,Rural,0
Kansas,Clear,2/21/2011,2,Rural-Principal Arterial-Other,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,21,1,0,Unknown,Male,Unknown,26,Rural,0
Maine,Clear,7/12/2011,1,Rural-Local Road or Street,74,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,12,2,0,Unknown,Female,Unknown,74,Rural,0
Maine,Clear,7/12/2011,1,Rural-Local Road or Street,81,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,7,12,2,0,White,Male,Unknown,81,Rural,0
Massachusetts,Clear,4/9/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0.15,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,4,9,6,0.15,White,Female,Unknown,26,Urban,1
Michigan,Cloudy,1/29/2011,1,Rural-Local Road or Street,46,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,29,6,0,Unknown,Male,No,46,Rural,0
Minnesota,Cloudy,3/18/2011,1,Urban-Collector,23,0.18,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,18,5,0.18,White,Male,No,23,Urban,1
Mississippi,Rain,2/1/2011,1,Rural-Major Collector,49,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,1,2,0,White,Male,No,49,Rural,0
Missouri,Cloudy,2/6/2011,2,Rural-Minor Arterial,18,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,6,7,0,White,Male,Unknown,18,Rural,0
Missouri,Cloudy,2/6/2011,2,Rural-Minor Arterial,18,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Male,Unknown,18,Rural,0
Montana,Cloudy,6/8/2011,2,Rural-Principal Arterial-Interstate,22,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,8,3,0,White,Male,No,22,Rural,0
Montana,Cloudy,6/8/2011,2,Rural-Principal Arterial-Interstate,24,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,6,8,3,0,Unknown,Male,No,24,Rural,0
Montana,Cloudy,6/8/2011,2,Rural-Principal Arterial-Interstate,34,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,8,3,0,White,Male,Unknown,34,Rural,0
Montana,Cloudy,6/8/2011,2,Rural-Principal Arterial-Interstate,41,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,6,8,3,0,Unknown,Male,No,41,Rural,0
Nevada,Clear,4/4/2011,1,Rural-Minor Arterial,23,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,4,4,1,0,Unknown,Male,No,23,Rural,0
Nevada,Clear,4/4/2011,1,Rural-Minor Arterial,30,0,Pedestrian,Yes,White,Male,Fatal Injury (K),2011,4,4,1,0,White,Male,Yes,30,Rural,0
New Hampshire,Clear,7/21/2011,1,Rural-Minor Collector,48,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,7,21,4,0,White,Female,No,48,Rural,0
New Jersey,Clear,3/14/2011,1,Urban-Other Principal Arterial,15,0,Pedestrian,No,White,Male,Fatal Injury (K),2011,3,14,1,0,White,Male,No,15,Urban,0
New Jersey,Clear,3/14/2011,1,Urban-Other Principal Arterial,37,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,3,14,1,0,Unknown,Female,No,37,Urban,0
New Mexico,Clear,3/24/2011,1,Rural-Principal Arterial-Other,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,24,4,0,Unknown,Male,Unknown,40,Rural,0
New Mexico,Clear,3/24/2011,1,Rural-Principal Arterial-Other,50,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,24,4,0,White,Male,Unknown,50,Rural,0
New Mexico,Clear,3/24/2011,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,24,4,0,Unknown,Male,Unknown,52,Rural,0
New Mexico,Clear,3/24/2011,1,Rural-Principal Arterial-Other,56,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,24,4,0,Unknown,Male,Unknown,56,Rural,0
New York,Clear,1/1/2011,1,Urban-Local Road or Street,,,Pedestrian,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,1,6,0,Unknown,Male,Unknown,Unknown,Urban,0
North Carolina,Cloudy,1/25/2011,1,Rural-Minor Arterial,54,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,25,2,0,Unknown,Female,No,54,Rural,0
North Dakota,Clear,7/12/2011,1,Rural-Major Collector,68,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,7,12,2,0,Unknown,Male,No,68,Rural,0
Ohio,Clear,2/15/2011,1,Urban-Minor Arterial,18,0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,15,2,0,Black,Male,No,18,Urban,0
Ohio,Clear,2/15/2011,1,Urban-Minor Arterial,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,15,2,0,Unknown,Male,Unknown,20,Urban,0
Ohio,Clear,2/15/2011,1,Urban-Minor Arterial,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,15,2,0,Unknown,Male,Unknown,33,Urban,0
Oklahoma,Cloudy,2/13/2011,1,Urban-Local Road or Street,28,0.39,Driver of a Motor Vehicle In-Transport,Unknown,All other races,Male,Fatal Injury (K),2011,2,13,7,0.39,All other races,Male,Unknown,28,Urban,1
Oklahoma,Cloudy,2/13/2011,1,Urban-Local Road or Street,57,,Occupant of a Non-Motor Vehicle Transport Device,No,,Male,No Injury (O),2011,2,13,7,0,Unknown,Male,No,57,Urban,0
Oregon,Cloudy,2/20/2011,1,Rural-Principal Arterial-Other,1,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,20,7,0,Unknown,Female,No,1,Rural,0
Oregon,Cloudy,2/20/2011,1,Rural-Principal Arterial-Other,30,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,20,7,0,White,Female,Unknown,30,Rural,0
South Carolina,Rain,2/7/2011,1,Rural-Major Collector,12,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,7,1,0,Unknown,Female,Unknown,12,Rural,0
South Carolina,Rain,2/7/2011,1,Rural-Major Collector,51,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,7,1,0,Unknown,Male,Unknown,51,Rural,0
South Carolina,Rain,2/7/2011,1,Rural-Major Collector,56,0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,2,7,1,0,White,Female,Yes,56,Rural,0
South Dakota,Clear,8/10/2011,1,Rural-Principal Arterial-Other,33,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,8,10,3,0,Unknown,Male,Unknown,33,Rural,0
Tennessee,Clear,2/2/2011,1,Urban-Principal Arterial-Interstate,53,,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),2011,2,2,3,0,Unknown,Female,Unknown,53,Urban,0
Texas,Cloudy,1/8/2011,1,Urban-Principal Arterial-Interstate,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,8,6,0,Unknown,Female,Unknown,17,Urban,0
Utah,Clear,4/1/2011,1,Rural-Minor Arterial,35,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,4,1,5,0,White,Female,No,35,Rural,0
